input_miRNA,base_name,Organism,Cluster ID,Accession,Chromosome,Strand,Start,Stop,Precursors in cluster,Spanning size of cluster
"hsa-mir-6767, mature,MIMAT0027435",hsa-mir-6767,,,,,,,,,
"hsa-mir-6768, mature,MIMAT0027436",hsa-mir-6768,,,,,,,,,
"hsa-mir-6768, mature,MIMAT0027437",hsa-mir-6768,,,,,,,,,
"hsa-mir-6769a, mature,MIMAT0027438",hsa-mir-6769a,,,,,,,,,
"hsa-mir-6769a, mature,MIMAT0027439",hsa-mir-6769a,,,,,,,,,
"hsa-mir-6769b, mature,MIMAT0027620",hsa-mir-6769b,,,,,,,,,
"hsa-mir-6769b, mature,MIMAT0027621",hsa-mir-6769b,,,,,,,,,
"hsa-mir-6770-1, mature,MIMAT0027441",hsa-mir-6770-1,Homo sapiens,hsa_44,MI0022615,chr16,+,14930820.0,14930879.0,2.0,4943.0
"hsa-mir-6771, mature,MIMAT0027442",hsa-mir-6771,,,,,,,,,
"hsa-mir-6771, mature,MIMAT0027443",hsa-mir-6771,,,,,,,,,
"hsa-mir-6772, mature,MIMAT0027444",hsa-mir-6772,,,,,,,,,
"hsa-mir-6772, mature,MIMAT0027445",hsa-mir-6772,,,,,,,,,
"hsa-mir-6773, mature,MIMAT0027446",hsa-mir-6773,,,,,,,,,
"hsa-mir-6773, mature,MIMAT0027447",hsa-mir-6773,,,,,,,,,
"hsa-mir-6774, mature,MIMAT0027448",hsa-mir-6774,,,,,,,,,
"hsa-mir-6774, mature,MIMAT0027449",hsa-mir-6774,,,,,,,,,
"hsa-mir-6775, mature,MIMAT0027451",hsa-mir-6775,,,,,,,,,
"hsa-mir-6776, mature,MIMAT0027452",hsa-mir-6776,,,,,,,,,
"hsa-mir-6776, mature,MIMAT0027453",hsa-mir-6776,,,,,,,,,
"hsa-mir-6777, mature,MIMAT0027454",hsa-mir-6777,Homo sapiens,hsa_53,MI0022622,chr17,-,17813480.0,17813545.0,2.0,452.0
"hsa-mir-6777, mature,MIMAT0027455",hsa-mir-6777,Homo sapiens,hsa_53,MI0022622,chr17,-,17813480.0,17813545.0,2.0,452.0
"hsa-mir-6778, mature,MIMAT0027456",hsa-mir-6778,,,,,,,,,
"hsa-mir-6778, mature,MIMAT0027457",hsa-mir-6778,,,,,,,,,
"hsa-mir-6779, mature,MIMAT0027458",hsa-mir-6779,,,,,,,,,
"hsa-mir-6779, mature,MIMAT0027459",hsa-mir-6779,,,,,,,,,
"hsa-mir-6780a, mature,MIMAT0027460",hsa-mir-6780a,,,,,,,,,
"hsa-mir-6780a, mature,MIMAT0027461",hsa-mir-6780a,,,,,,,,,
"hsa-mir-6780b, mature,MIMAT0027572",hsa-mir-6780b,,,,,,,,,
"hsa-mir-6780b, mature,MIMAT0027573",hsa-mir-6780b,,,,,,,,,
"hsa-mir-6781, mature,MIMAT0027462",hsa-mir-6781,,,,,,,,,
"hsa-mir-6781, mature,MIMAT0027463",hsa-mir-6781,,,,,,,,,
"hsa-mir-6782, mature,MIMAT0027464",hsa-mir-6782,,,,,,,,,
"hsa-mir-6782, mature,MIMAT0027465",hsa-mir-6782,,,,,,,,,
"hsa-mir-6783, mature,MIMAT0027466",hsa-mir-6783,,,,,,,,,
"hsa-mir-6783, mature,MIMAT0027467",hsa-mir-6783,,,,,,,,,
"hsa-mir-6784, mature,MIMAT0027468",hsa-mir-6784,,,,,,,,,
"hsa-mir-6784, mature,MIMAT0027469",hsa-mir-6784,,,,,,,,,
"hsa-mir-6785, mature,MIMAT0027470",hsa-mir-6785,,,,,,,,,
"hsa-mir-6785, mature,MIMAT0027471",hsa-mir-6785,,,,,,,,,
"hsa-mir-6786, mature,MIMAT0027472",hsa-mir-6786,,,,,,,,,
"hsa-mir-6786, mature,MIMAT0027473",hsa-mir-6786,,,,,,,,,
"hsa-mir-6787, mature,MIMAT0027474",hsa-mir-6787,,,,,,,,,
"hsa-mir-6787, mature,MIMAT0027475",hsa-mir-6787,,,,,,,,,
"hsa-mir-6788, mature,MIMAT0027476",hsa-mir-6788,,,,,,,,,
"hsa-mir-6788, mature,MIMAT0027477",hsa-mir-6788,,,,,,,,,
"hsa-mir-6789, mature,MIMAT0027478",hsa-mir-6789,Homo sapiens,hsa_66,MI0022634,chr19,-,2235829.0,2235926.0,2.0,1865.0
"hsa-mir-6789, mature,MIMAT0027479",hsa-mir-6789,Homo sapiens,hsa_66,MI0022634,chr19,-,2235829.0,2235926.0,2.0,1865.0
"hsa-mir-6790, mature,MIMAT0027480",hsa-mir-6790,Homo sapiens,hsa_67,MI0022635,chr19,-,6392921.0,6392983.0,2.0,3346.0
"hsa-mir-6790, mature,MIMAT0027481",hsa-mir-6790,Homo sapiens,hsa_67,MI0022635,chr19,-,6392921.0,6392983.0,2.0,3346.0
"hsa-mir-6791, mature,MIMAT0027482",hsa-mir-6791,,,,,,,,,
"hsa-mir-6791, mature,MIMAT0027483",hsa-mir-6791,,,,,,,,,
"hsa-mir-6792, mature,MIMAT0027484",hsa-mir-6792,,,,,,,,,
"hsa-mir-6792, mature,MIMAT0027485",hsa-mir-6792,,,,,,,,,
"hsa-mir-6793, mature,MIMAT0027486",hsa-mir-6793,,,,,,,,,
"hsa-mir-6793, mature,MIMAT0027487",hsa-mir-6793,,,,,,,,,
"hsa-mir-6794, mature,MIMAT0027488",hsa-mir-6794,,,,,,,,,
"hsa-mir-6794, mature,MIMAT0027489",hsa-mir-6794,,,,,,,,,
"hsa-mir-6795, mature,MIMAT0027490",hsa-mir-6795,,,,,,,,,
"hsa-mir-6795, mature,MIMAT0027491",hsa-mir-6795,,,,,,,,,
"hsa-mir-6796, mature,MIMAT0027492",hsa-mir-6796,,,,,,,,,
"hsa-mir-6796, mature,MIMAT0027493",hsa-mir-6796,,,,,,,,,
"hsa-mir-6797, mature,MIMAT0027494",hsa-mir-6797,,,,,,,,,
"hsa-mir-6797, mature,MIMAT0027495",hsa-mir-6797,,,,,,,,,
"hsa-mir-6798, mature,MIMAT0027496",hsa-mir-6798,,,,,,,,,
"hsa-mir-6798, mature,MIMAT0027497",hsa-mir-6798,,,,,,,,,
"hsa-mir-6799, mature,MIMAT0027498",hsa-mir-6799,,,,,,,,,
"hsa-mir-6799, mature,MIMAT0027499",hsa-mir-6799,,,,,,,,,
"hsa-mir-6800, mature,MIMAT0027500",hsa-mir-6800,,,,,,,,,
"hsa-mir-6800, mature,MIMAT0027501",hsa-mir-6800,,,,,,,,,
"hsa-mir-6801, mature,MIMAT0027502",hsa-mir-6801,,,,,,,,,
"hsa-mir-6801, mature,MIMAT0027503",hsa-mir-6801,,,,,,,,,
"hsa-mir-6802, mature,MIMAT0027504",hsa-mir-6802,Homo sapiens,hsa_75,MI0022647,chr19,-,55239912.0,55239976.0,3.0,14366.0
"hsa-mir-6802, mature,MIMAT0027505",hsa-mir-6802,Homo sapiens,hsa_75,MI0022647,chr19,-,55239912.0,55239976.0,3.0,14366.0
"hsa-mir-6803, mature,MIMAT0027506",hsa-mir-6803,Homo sapiens,hsa_75,MI0022648,chr19,-,55245186.0,55245250.0,3.0,14366.0
"hsa-mir-6803, mature,MIMAT0027507",hsa-mir-6803,Homo sapiens,hsa_75,MI0022648,chr19,-,55245186.0,55245250.0,3.0,14366.0
"hsa-mir-6804, mature,MIMAT0027508",hsa-mir-6804,Homo sapiens,hsa_75,MI0022649,chr19,-,55230885.0,55230952.0,3.0,14366.0
"hsa-mir-6804, mature,MIMAT0027509",hsa-mir-6804,Homo sapiens,hsa_75,MI0022649,chr19,-,55230885.0,55230952.0,3.0,14366.0
"hsa-mir-6805, mature,MIMAT0027510",hsa-mir-6805,,,,,,,,,
"hsa-mir-6805, mature,MIMAT0027511",hsa-mir-6805,,,,,,,,,
"hsa-mir-6806, mature,MIMAT0027512",hsa-mir-6806,,,,,,,,,
"hsa-mir-6806, mature,MIMAT0027513",hsa-mir-6806,,,,,,,,,
"hsa-mir-6807, mature,MIMAT0027514",hsa-mir-6807,,,,,,,,,
"hsa-mir-6807, mature,MIMAT0027515",hsa-mir-6807,,,,,,,,,
"hsa-mir-6808, mature,MIMAT0027517",hsa-mir-6808,,,,,,,,,
"hsa-mir-6809, mature,MIMAT0027518",hsa-mir-6809,,,,,,,,,
"hsa-mir-6809, mature,MIMAT0027519",hsa-mir-6809,,,,,,,,,
"hsa-mir-6810, mature,MIMAT0027520",hsa-mir-6810,,,,,,,,,
"hsa-mir-6810, mature,MIMAT0027521",hsa-mir-6810,,,,,,,,,
"hsa-mir-6811, mature,MIMAT0027522",hsa-mir-6811,,,,,,,,,
"hsa-mir-6812, mature,MIMAT0027524",hsa-mir-6812,,,,,,,,,
"hsa-mir-6812, mature,MIMAT0027525",hsa-mir-6812,,,,,,,,,
"hsa-mir-6813, mature,MIMAT0027526",hsa-mir-6813,,,,,,,,,
"hsa-mir-6813, mature,MIMAT0027527",hsa-mir-6813,,,,,,,,,
"hsa-mir-6814, mature,MIMAT0027528",hsa-mir-6814,,,,,,,,,
"hsa-mir-6814, mature,MIMAT0027529",hsa-mir-6814,,,,,,,,,
"hsa-mir-6815, mature,MIMAT0027530",hsa-mir-6815,,,,,,,,,
"hsa-mir-6815, mature,MIMAT0027531",hsa-mir-6815,,,,,,,,,
"hsa-mir-6816, mature,MIMAT0027532",hsa-mir-6816,,,,,,,,,
"hsa-mir-6816, mature,MIMAT0027533",hsa-mir-6816,,,,,,,,,
"hsa-mir-6817, mature,MIMAT0027534",hsa-mir-6817,,,,,,,,,
"hsa-mir-6817, mature,MIMAT0027535",hsa-mir-6817,,,,,,,,,
"hsa-mir-6818, mature,MIMAT0027536",hsa-mir-6818,,,,,,,,,
"hsa-mir-6818, mature,MIMAT0027537",hsa-mir-6818,,,,,,,,,
"hsa-mir-6819, mature,MIMAT0027538",hsa-mir-6819,,,,,,,,,
"hsa-mir-6819, mature,MIMAT0027539",hsa-mir-6819,,,,,,,,,
"hsa-mir-6820, mature,MIMAT0027540",hsa-mir-6820,,,,,,,,,
"hsa-mir-6820, mature,MIMAT0027541",hsa-mir-6820,,,,,,,,,
"hsa-mir-6821, mature,MIMAT0027542",hsa-mir-6821,,,,,,,,,
"hsa-mir-6821, mature,MIMAT0027543",hsa-mir-6821,,,,,,,,,
"hsa-mir-6822, mature,MIMAT0027544",hsa-mir-6822,,,,,,,,,
"hsa-mir-6822, mature,MIMAT0027545",hsa-mir-6822,,,,,,,,,
"hsa-mir-6823, mature,MIMAT0027546",hsa-mir-6823,,,,,,,,,
"hsa-mir-6823, mature,MIMAT0027547",hsa-mir-6823,,,,,,,,,
"hsa-mir-6824, mature,MIMAT0027548",hsa-mir-6824,,,,,,,,,
"hsa-mir-6824, mature,MIMAT0027549",hsa-mir-6824,,,,,,,,,
"hsa-mir-6825, mature,MIMAT0027550",hsa-mir-6825,,,,,,,,,
"hsa-mir-6825, mature,MIMAT0027551",hsa-mir-6825,,,,,,,,,
"hsa-mir-6826, mature,MIMAT0027552",hsa-mir-6826,,,,,,,,,
"hsa-mir-6826, mature,MIMAT0027553",hsa-mir-6826,,,,,,,,,
"hsa-mir-6827, mature,MIMAT0027554",hsa-mir-6827,,,,,,,,,
"hsa-mir-6827, mature,MIMAT0027555",hsa-mir-6827,,,,,,,,,
"hsa-mir-6828, mature,MIMAT0027556",hsa-mir-6828,,,,,,,,,
"hsa-mir-6828, mature,MIMAT0027557",hsa-mir-6828,,,,,,,,,
"hsa-mir-6829, mature,MIMAT0027558",hsa-mir-6829,,,,,,,,,
"hsa-mir-6829, mature,MIMAT0027559",hsa-mir-6829,,,,,,,,,
"hsa-mir-6830, mature,MIMAT0027560",hsa-mir-6830,,,,,,,,,
"hsa-mir-6830, mature,MIMAT0027561",hsa-mir-6830,,,,,,,,,
"hsa-mir-6831, mature,MIMAT0027562",hsa-mir-6831,,,,,,,,,
"hsa-mir-6831, mature,MIMAT0027563",hsa-mir-6831,,,,,,,,,
"hsa-mir-6832, mature,MIMAT0027564",hsa-mir-6832,,,,,,,,,
"hsa-mir-6832, mature,MIMAT0027565",hsa-mir-6832,,,,,,,,,
"hsa-mir-6833, mature,MIMAT0027567",hsa-mir-6833,Homo sapiens,hsa_105,MI0022678,chr6,+,32179816.0,32179876.0,2.0,9847.0
"hsa-mir-6834, mature,MIMAT0027568",hsa-mir-6834,Homo sapiens,hsa_106,MI0022679,chr6,+,33290245.0,33290325.0,2.0,3099.0
"hsa-mir-6834, mature,MIMAT0027569",hsa-mir-6834,Homo sapiens,hsa_106,MI0022679,chr6,+,33290245.0,33290325.0,2.0,3099.0
"hsa-mir-6835, mature,MIMAT0027570",hsa-mir-6835,,,,,,,,,
"hsa-mir-6835, mature,MIMAT0027571",hsa-mir-6835,,,,,,,,,
"hsa-mir-6836, mature,MIMAT0027574",hsa-mir-6836,,,,,,,,,
"hsa-mir-6836, mature,MIMAT0027575",hsa-mir-6836,,,,,,,,,
"hsa-mir-6837, mature,MIMAT0027576",hsa-mir-6837,,,,,,,,,
"hsa-mir-6837, mature,MIMAT0027577",hsa-mir-6837,,,,,,,,,
"hsa-mir-6838, mature,MIMAT0027578",hsa-mir-6838,,,,,,,,,
"hsa-mir-6838, mature,MIMAT0027579",hsa-mir-6838,,,,,,,,,
"hsa-mir-6839, mature,MIMAT0027580",hsa-mir-6839,,,,,,,,,
"hsa-mir-6839, mature,MIMAT0027581",hsa-mir-6839,,,,,,,,,
"hsa-mir-6840, mature,MIMAT0027582",hsa-mir-6840,,,,,,,,,
"hsa-mir-6840, mature,MIMAT0027583",hsa-mir-6840,,,,,,,,,
"hsa-mir-6841, mature,MIMAT0027584",hsa-mir-6841,,,,,,,,,
"hsa-mir-6842, mature,MIMAT0027586",hsa-mir-6842,,,,,,,,,
"hsa-mir-6842, mature,MIMAT0027587",hsa-mir-6842,,,,,,,,,
"hsa-mir-6843, mature,MIMAT0027588",hsa-mir-6843,,,,,,,,,
"hsa-mir-6844, mature,MIMAT0027589",hsa-mir-6844,,,,,,,,,
"hsa-mir-6845, mature,MIMAT0027590",hsa-mir-6845,,,,,,,,,
"hsa-mir-6845, mature,MIMAT0027591",hsa-mir-6845,,,,,,,,,
"hsa-mir-6846, mature,MIMAT0027592",hsa-mir-6846,,,,,,,,,
"hsa-mir-6846, mature,MIMAT0027593",hsa-mir-6846,,,,,,,,,
"hsa-mir-6847, mature,MIMAT0027594",hsa-mir-6847,,,,,,,,,
"hsa-mir-6847, mature,MIMAT0027595",hsa-mir-6847,,,,,,,,,
"hsa-mir-6848, mature,MIMAT0027596",hsa-mir-6848,,,,,,,,,
"hsa-mir-6848, mature,MIMAT0027597",hsa-mir-6848,,,,,,,,,
"hsa-mir-6849, mature,MIMAT0027598",hsa-mir-6849,Homo sapiens,hsa_127,MI0022695,chr8,-,144400277.0,144400345.0,3.0,6197.0
"hsa-mir-6849, mature,MIMAT0027599",hsa-mir-6849,Homo sapiens,hsa_127,MI0022695,chr8,-,144400277.0,144400345.0,3.0,6197.0
"hsa-mir-6850, mature,MIMAT0027600",hsa-mir-6850,,,,,,,,,
"hsa-mir-6850, mature,MIMAT0027601",hsa-mir-6850,,,,,,,,,
"hsa-mir-6851, mature,MIMAT0027602",hsa-mir-6851,,,,,,,,,
"hsa-mir-6851, mature,MIMAT0027603",hsa-mir-6851,,,,,,,,,
"hsa-mir-6852, mature,MIMAT0027604",hsa-mir-6852,,,,,,,,,
"hsa-mir-6852, mature,MIMAT0027605",hsa-mir-6852,,,,,,,,,
"hsa-mir-6853, mature,MIMAT0027607",hsa-mir-6853,,,,,,,,,
"hsa-mir-6854, mature,MIMAT0027608",hsa-mir-6854,,,,,,,,,
"hsa-mir-6854, mature,MIMAT0027609",hsa-mir-6854,,,,,,,,,
"hsa-mir-6855, mature,MIMAT0027610",hsa-mir-6855,,,,,,,,,
"hsa-mir-6855, mature,MIMAT0027611",hsa-mir-6855,,,,,,,,,
"hsa-mir-6856, mature,MIMAT0027612",hsa-mir-6856,,,,,,,,,
"hsa-mir-6856, mature,MIMAT0027613",hsa-mir-6856,,,,,,,,,
"hsa-mir-6857, mature,MIMAT0027614",hsa-mir-6857,,,,,,,,,
"hsa-mir-6857, mature,MIMAT0027615",hsa-mir-6857,,,,,,,,,
"hsa-mir-6858, mature,MIMAT0027616",hsa-mir-6858,,,,,,,,,
"hsa-mir-6858, mature,MIMAT0027617",hsa-mir-6858,,,,,,,,,
"hsa-mir-6859-4, mature,MIMAT0027619",hsa-mir-6859-4,,,,,,,,,
"hsa-mir-6860, mature,MIMAT0027622",hsa-mir-6860,,,,,,,,,
"hsa-mir-6861, mature,MIMAT0027623",hsa-mir-6861,,,,,,,,,
"hsa-mir-6861, mature,MIMAT0027624",hsa-mir-6861,,,,,,,,,
"hsa-mir-6862-1, mature,MIMAT0027625",hsa-mir-6862-1,,,,,,,,,
"hsa-mir-6862-1, mature,MIMAT0027626",hsa-mir-6862-1,,,,,,,,,
"hsa-mir-6863, mature,MIMAT0027627",hsa-mir-6863,,,,,,,,,
"hsa-mir-6864, mature,MIMAT0027628",hsa-mir-6864,Homo sapiens,hsa_50,MI0022711,chr17,-,4969702.0,4969771.0,2.0,449.0
"hsa-mir-6864, mature,MIMAT0027629",hsa-mir-6864,Homo sapiens,hsa_50,MI0022711,chr17,-,4969702.0,4969771.0,2.0,449.0
"hsa-mir-6865, mature,MIMAT0027630",hsa-mir-6865,Homo sapiens,hsa_50,MI0022712,chr17,-,4970086.0,4970150.0,2.0,449.0
"hsa-mir-6865, mature,MIMAT0027631",hsa-mir-6865,Homo sapiens,hsa_50,MI0022712,chr17,-,4970086.0,4970150.0,2.0,449.0
"hsa-mir-6866, mature,MIMAT0027632",hsa-mir-6866,,,,,,,,,
"hsa-mir-6866, mature,MIMAT0027633",hsa-mir-6866,,,,,,,,,
"hsa-mir-6867, mature,MIMAT0027634",hsa-mir-6867,,,,,,,,,
"hsa-mir-6867, mature,MIMAT0027635",hsa-mir-6867,,,,,,,,,
"hsa-mir-6868, mature,MIMAT0027636",hsa-mir-6868,,,,,,,,,
"hsa-mir-6868, mature,MIMAT0027637",hsa-mir-6868,,,,,,,,,
"hsa-mir-6869, mature,MIMAT0027638",hsa-mir-6869,,,,,,,,,
"hsa-mir-6869, mature,MIMAT0027639",hsa-mir-6869,,,,,,,,,
"hsa-mir-6870, mature,MIMAT0027640",hsa-mir-6870,,,,,,,,,
"hsa-mir-6870, mature,MIMAT0027641",hsa-mir-6870,,,,,,,,,
"hsa-mir-6871, mature,MIMAT0027642",hsa-mir-6871,,,,,,,,,
"hsa-mir-6871, mature,MIMAT0027643",hsa-mir-6871,,,,,,,,,
"hsa-mir-6872, mature,MIMAT0027644",hsa-mir-6872,,,,,,,,,
"hsa-mir-6872, mature,MIMAT0027645",hsa-mir-6872,,,,,,,,,
"hsa-mir-6873, mature,MIMAT0027646",hsa-mir-6873,Homo sapiens,hsa_106,MI0022720,chr6,-,33287227.0,33287289.0,2.0,3099.0
"hsa-mir-6873, mature,MIMAT0027647",hsa-mir-6873,Homo sapiens,hsa_106,MI0022720,chr6,-,33287227.0,33287289.0,2.0,3099.0
"hsa-mir-6874, mature,MIMAT0027648",hsa-mir-6874,,,,,,,,,
"hsa-mir-6874, mature,MIMAT0027649",hsa-mir-6874,,,,,,,,,
"hsa-mir-6875, mature,MIMAT0027650",hsa-mir-6875,,,,,,,,,
"hsa-mir-6875, mature,MIMAT0027651",hsa-mir-6875,,,,,,,,,
"hsa-mir-6876, mature,MIMAT0027652",hsa-mir-6876,,,,,,,,,
"hsa-mir-6876, mature,MIMAT0027653",hsa-mir-6876,,,,,,,,,
"hsa-mir-6877, mature,MIMAT0027654",hsa-mir-6877,,,,,,,,,
"hsa-mir-6877, mature,MIMAT0027655",hsa-mir-6877,,,,,,,,,
"hsa-mir-6878, mature,MIMAT0027656",hsa-mir-6878,,,,,,,,,
"hsa-mir-6878, mature,MIMAT0027657",hsa-mir-6878,,,,,,,,,
"hsa-mir-6879, mature,MIMAT0027659",hsa-mir-6879,,,,,,,,,
"hsa-mir-6880, mature,MIMAT0027661",hsa-mir-6880,,,,,,,,,
"hsa-mir-6881, mature,MIMAT0027662",hsa-mir-6881,,,,,,,,,
"hsa-mir-6881, mature,MIMAT0027663",hsa-mir-6881,,,,,,,,,
"hsa-mir-6882, mature,MIMAT0027664",hsa-mir-6882,,,,,,,,,
"hsa-mir-6882, mature,MIMAT0027665",hsa-mir-6882,,,,,,,,,
"hsa-mir-6883, mature,MIMAT0027666",hsa-mir-6883,,,,,,,,,
"hsa-mir-6883, mature,MIMAT0027667",hsa-mir-6883,,,,,,,,,
"hsa-mir-6884, mature,MIMAT0027668",hsa-mir-6884,,,,,,,,,
"hsa-mir-6884, mature,MIMAT0027669",hsa-mir-6884,,,,,,,,,
"hsa-mir-6885, mature,MIMAT0027670",hsa-mir-6885,Homo sapiens,hsa_67,MI0022732,chr19,-,6389638.0,6389703.0,2.0,3346.0
"hsa-mir-6885, mature,MIMAT0027671",hsa-mir-6885,Homo sapiens,hsa_67,MI0022732,chr19,-,6389638.0,6389703.0,2.0,3346.0
"hsa-mir-6886, mature,MIMAT0027672",hsa-mir-6886,,,,,,,,,
"hsa-mir-6886, mature,MIMAT0027673",hsa-mir-6886,,,,,,,,,
"hsa-mir-6887, mature,MIMAT0027674",hsa-mir-6887,,,,,,,,,
"hsa-mir-6888, mature,MIMAT0027676",hsa-mir-6888,,,,,,,,,
"hsa-mir-6888, mature,MIMAT0027677",hsa-mir-6888,,,,,,,,,
"hsa-mir-6889, mature,MIMAT0027678",hsa-mir-6889,,,,,,,,,
"hsa-mir-6889, mature,MIMAT0027679",hsa-mir-6889,,,,,,,,,
"hsa-mir-6890, mature,MIMAT0027680",hsa-mir-6890,,,,,,,,,
"hsa-mir-6890, mature,MIMAT0027681",hsa-mir-6890,,,,,,,,,
"hsa-mir-6891, mature,MIMAT0027682",hsa-mir-6891,,,,,,,,,
"hsa-mir-6891, mature,MIMAT0027683",hsa-mir-6891,,,,,,,,,
"hsa-mir-6892, mature,MIMAT0027684",hsa-mir-6892,,,,,,,,,
"hsa-mir-6892, mature,MIMAT0027685",hsa-mir-6892,,,,,,,,,
"hsa-mir-6893, mature,MIMAT0027687",hsa-mir-6893,,,,,,,,,
"hsa-mir-6894, mature,MIMAT0027688",hsa-mir-6894,Homo sapiens,hsa_138,MI0022741,chrX,-,53198889.0,53198945.0,2.0,3535.0
"hsa-mir-6894, mature,MIMAT0027689",hsa-mir-6894,Homo sapiens,hsa_138,MI0022741,chrX,-,53198889.0,53198945.0,2.0,3535.0
"hsa-mir-6895, mature,MIMAT0027690",hsa-mir-6895,Homo sapiens,hsa_138,MI0022742,chrX,-,53195411.0,53195488.0,2.0,3535.0
"hsa-mir-6895, mature,MIMAT0027691",hsa-mir-6895,Homo sapiens,hsa_138,MI0022742,chrX,-,53195411.0,53195488.0,2.0,3535.0
"hsa-mir-7-1, mature,MIMAT0000252",hsa-mir-7-1,,,,,,,,,
"hsa-mir-7-1, mature,MIMAT0004553",hsa-mir-7-1,,,,,,,,,
"hsa-mir-7-2, mature,MIMAT0004554",hsa-mir-7-2,Homo sapiens,hsa_38,MI0000264,chr15,+,88611825.0,88611934.0,3.0,3818.0
"hsa-mir-708, mature,MIMAT0004926",hsa-mir-708,,,,,,,,,
"hsa-mir-708, mature,MIMAT0004927",hsa-mir-708,,,,,,,,,
"hsa-mir-7106, mature,MIMAT0028109",hsa-mir-7106,,,,,,,,,
"hsa-mir-7106, mature,MIMAT0028110",hsa-mir-7106,,,,,,,,,
"hsa-mir-7107, mature,MIMAT0028111",hsa-mir-7107,,,,,,,,,
"hsa-mir-7107, mature,MIMAT0028112",hsa-mir-7107,,,,,,,,,
"hsa-mir-7108, mature,MIMAT0028113",hsa-mir-7108,,,,,,,,,
"hsa-mir-7108, mature,MIMAT0028114",hsa-mir-7108,,,,,,,,,
"hsa-mir-7109, mature,MIMAT0028115",hsa-mir-7109,,,,,,,,,
"hsa-mir-7109, mature,MIMAT0028116",hsa-mir-7109,,,,,,,,,
"hsa-mir-711, mature,MIMAT0012734",hsa-mir-711,,,,,,,,,
"hsa-mir-7110, mature,MIMAT0028117",hsa-mir-7110,,,,,,,,,
"hsa-mir-7110, mature,MIMAT0028118",hsa-mir-7110,,,,,,,,,
"hsa-mir-7111, mature,MIMAT0028119",hsa-mir-7111,,,,,,,,,
"hsa-mir-7111, mature,MIMAT0028120",hsa-mir-7111,,,,,,,,,
"hsa-mir-7112, mature,MIMAT0028121",hsa-mir-7112,,,,,,,,,
"hsa-mir-7112, mature,MIMAT0028122",hsa-mir-7112,,,,,,,,,
"hsa-mir-7113, mature,MIMAT0028123",hsa-mir-7113,Homo sapiens,hsa_21,MI0022964,chr11,+,68032864.0,68032922.0,2.0,1118.0
"hsa-mir-7113, mature,MIMAT0028124",hsa-mir-7113,Homo sapiens,hsa_21,MI0022964,chr11,+,68032864.0,68032922.0,2.0,1118.0
"hsa-mir-7114, mature,MIMAT0028125",hsa-mir-7114,,,,,,,,,
"hsa-mir-7114, mature,MIMAT0028126",hsa-mir-7114,,,,,,,,,
"hsa-mir-7151, mature,MIMAT0028212",hsa-mir-7151,,,,,,,,,
"hsa-mir-7151, mature,MIMAT0028213",hsa-mir-7151,,,,,,,,,
"hsa-mir-7152, mature,MIMAT0028214",hsa-mir-7152,,,,,,,,,
"hsa-mir-7152, mature,MIMAT0028215",hsa-mir-7152,,,,,,,,,
"hsa-mir-7153, mature,MIMAT0028216",hsa-mir-7153,,,,,,,,,
"hsa-mir-7153, mature,MIMAT0028217",hsa-mir-7153,,,,,,,,,
"hsa-mir-7154, mature,MIMAT0028218",hsa-mir-7154,,,,,,,,,
"hsa-mir-7154, mature,MIMAT0028219",hsa-mir-7154,,,,,,,,,
"hsa-mir-7155, mature,MIMAT0028220",hsa-mir-7155,,,,,,,,,
"hsa-mir-7155, mature,MIMAT0028221",hsa-mir-7155,,,,,,,,,
"hsa-mir-7156, mature,MIMAT0028222",hsa-mir-7156,,,,,,,,,
"hsa-mir-7156, mature,MIMAT0028223",hsa-mir-7156,,,,,,,,,
"hsa-mir-7157, mature,MIMAT0028224",hsa-mir-7157,,,,,,,,,
"hsa-mir-7157, mature,MIMAT0028225",hsa-mir-7157,,,,,,,,,
"hsa-mir-7158, mature,MIMAT0028227",hsa-mir-7158,,,,,,,,,
"hsa-mir-7159, mature,MIMAT0028228",hsa-mir-7159,,,,,,,,,
"hsa-mir-7159, mature,MIMAT0028229",hsa-mir-7159,,,,,,,,,
"hsa-mir-7160, mature,MIMAT0028230",hsa-mir-7160,,,,,,,,,
"hsa-mir-7160, mature,MIMAT0028231",hsa-mir-7160,,,,,,,,,
"hsa-mir-7161, mature,MIMAT0028232",hsa-mir-7161,,,,,,,,,
"hsa-mir-7161, mature,MIMAT0028233",hsa-mir-7161,,,,,,,,,
"hsa-mir-7162, mature,MIMAT0028235",hsa-mir-7162,,,,,,,,,
"hsa-mir-718, mature,MIMAT0012735",hsa-mir-718,,,,,,,,,
"hsa-mir-744, mature,MIMAT0004945",hsa-mir-744,,,,,,,,,
"hsa-mir-744, mature,MIMAT0004946",hsa-mir-744,,,,,,,,,
"hsa-mir-758, mature,MIMAT0003879",hsa-mir-758,Homo sapiens,hsa_34,MI0003757,chr14,+,101026020.0,101026107.0,42.0,44736.0
"hsa-mir-758, mature,MIMAT0022929",hsa-mir-758,Homo sapiens,hsa_34,MI0003757,chr14,+,101026020.0,101026107.0,42.0,44736.0
"hsa-mir-760, mature,MIMAT0004957",hsa-mir-760,,,,,,,,,
"hsa-mir-762, mature,MIMAT0010313",hsa-mir-762,,,,,,,,,
"hsa-mir-764, mature,MIMAT0010367",hsa-mir-764,,,,,,,,,
